id,exclusive,maximum_options_selected,name,option_set_type,order_position,required,menu_item_id
499,true,4,Outdoors,SIZE,499,false,499
500,false,4,Outdoors,DESSERT,500,true,500
501,true,1,Outdoors,DESSERT,501,true,501
502,false,4,Shoes,SAUCE,502,true,502
503,false,3,Kids,EXTRA,503,false,503
504,false,4,Outdoors,TOPPING,504,true,504
505,true,3,Garden,TOPPING,505,true,505
506,false,1,Movies,DESSERT,506,false,506
507,true,2,Garden,SAUCE,507,true,507
508,false,2,Health,BEVERAGE,508,false,508
509,true,2,Automotive,TOPPING,509,false,509
510,true,1,Toys,TOPPING,510,false,510
511,true,4,Beauty,SIZE,511,false,511
512,true,2,Music,TOPPING,512,true,512
513,false,3,Books,EXTRA,513,false,513
514,false,-1,Health,DESSERT,514,true,514
515,true,2,Music,EXTRA,515,false,515
516,false,-1,Movies,TOPPING,516,false,516
517,false,1,Home,TOPPING,517,false,517
518,false,-1,Outdoors,EXTRA,518,true,518
519,false,2,Electronics,TOPPING,519,true,519
520,true,1,Industrial,DESSERT,520,false,520
521,false,1,Jewelry,EXTRA,521,true,521
522,false,1,Health,SAUCE,522,true,522
523,false,1,Home,SAUCE,523,false,523
524,false,3,Toys,SAUCE,524,false,524
525,true,1,Sports,SIZE,525,true,525
526,true,1,Automotive,SIZE,526,false,526
527,true,0,Tools,SAUCE,527,true,527
528,true,0,Health,EXTRA,528,false,528
529,false,4,Health,DESSERT,529,false,529
530,false,4,Sports,SAUCE,530,false,530
531,true,2,Computers,BEVERAGE,531,false,531
532,false,-1,Electronics,BEVERAGE,532,false,532
533,false,2,Baby,EXTRA,533,false,533
534,false,0,Tools,EXTRA,534,true,534
535,true,0,Sports,BEVERAGE,535,false,535
536,false,2,Health,TOPPING,536,false,536
537,true,4,Health,SIZE,537,false,537
538,false,0,Shoes,SIZE,538,true,538
539,false,0,Beauty,SAUCE,539,true,539
540,false,2,Kids,DESSERT,540,true,540
541,false,-1,Health,BEVERAGE,541,false,541
542,false,3,Outdoors,SIZE,542,false,542
543,true,1,Games,SAUCE,543,true,543
544,false,-1,Grocery,TOPPING,544,false,544
545,true,4,Beauty,SIZE,545,false,545
546,true,4,Outdoors,BEVERAGE,546,true,546
547,true,0,Industrial,SIZE,547,true,547
548,false,4,Sports,SAUCE,548,true,548
549,true,1,Outdoors,DESSERT,549,true,549
550,true,0,Jewelry,EXTRA,550,true,550
551,true,-1,Sports,BEVERAGE,551,false,551
552,false,1,Health,TOPPING,552,true,552
553,true,3,Automotive,EXTRA,553,false,553
554,true,-1,Tools,SIZE,554,true,554
555,true,2,Baby,TOPPING,555,true,555
556,false,4,Outdoors,EXTRA,556,false,556
557,true,1,Baby,SAUCE,557,false,557
558,true,-1,Kids,BEVERAGE,558,true,558
559,true,4,Baby,TOPPING,559,true,559
560,true,-1,Grocery,DESSERT,560,true,560
561,false,-1,Electronics,DESSERT,561,false,561
562,false,1,Home,SIZE,562,true,562
563,false,0,Electronics,SIZE,563,false,563
564,false,3,Games,TOPPING,564,true,564
565,false,3,Toys,EXTRA,565,true,565
566,false,-1,Electronics,EXTRA,566,false,566
567,true,1,Music,SAUCE,567,false,567
568,false,-1,Sports,EXTRA,568,false,568
569,false,4,Games,BEVERAGE,569,true,569
570,true,0,Industrial,SIZE,570,false,570
571,true,-1,Home,BEVERAGE,571,true,571
572,true,-1,Games,SIZE,572,true,572
573,true,4,Home,EXTRA,573,true,573
574,true,0,Electronics,SIZE,574,true,574
575,true,3,Baby,DESSERT,575,false,575
576,true,3,Kids,SAUCE,576,false,576
577,true,-1,Home,SIZE,577,false,577
578,true,-1,Garden,BEVERAGE,578,true,578
579,false,2,Beauty,EXTRA,579,false,579
580,true,-1,Toys,TOPPING,580,true,580
581,true,-1,Home,SAUCE,581,true,581
582,false,2,Clothing,EXTRA,582,true,582
583,false,-1,Kids,SAUCE,583,false,583
584,true,4,Grocery,BEVERAGE,584,false,584
585,false,1,Movies,BEVERAGE,585,true,585
586,true,3,Jewelry,TOPPING,586,false,586
587,true,1,Industrial,TOPPING,587,true,587
588,false,0,Home,EXTRA,588,false,588
589,true,1,Garden,EXTRA,589,false,589
590,false,3,Automotive,SAUCE,590,false,590
591,false,2,Health,EXTRA,591,false,591
592,true,4,Outdoors,TOPPING,592,false,592
593,false,2,Beauty,DESSERT,593,true,593
594,true,2,Shoes,SIZE,594,true,594
595,true,-1,Computers,TOPPING,595,false,595
596,true,1,Home,TOPPING,596,false,596
597,true,3,Outdoors,BEVERAGE,597,true,597
598,false,3,Kids,SAUCE,598,false,598
599,true,4,Movies,DESSERT,599,true,599
600,true,1,Sports,TOPPING,600,false,600
601,false,3,Outdoors,DESSERT,601,true,601
602,false,-1,Industrial,DESSERT,602,false,602
603,false,3,Tools,BEVERAGE,603,false,603
604,false,3,Baby,SAUCE,604,false,604
605,true,0,Music,DESSERT,605,false,605
606,false,-1,Shoes,TOPPING,606,true,606
607,true,4,Toys,SIZE,607,true,607
608,false,2,Books,EXTRA,608,true,608
609,true,3,Automotive,SAUCE,609,true,609
610,true,2,Computers,SAUCE,610,true,610
611,false,-1,Shoes,SAUCE,611,true,611
612,true,2,Health,EXTRA,612,true,612
613,true,-1,Grocery,SAUCE,613,true,613
614,false,1,Industrial,EXTRA,614,false,614
615,true,-1,Health,DESSERT,615,false,615
616,true,0,Music,EXTRA,616,false,616
617,true,-1,Grocery,SIZE,617,false,617
618,false,4,Beauty,TOPPING,618,true,618
619,true,0,Grocery,SAUCE,619,true,619
620,false,-1,Books,SIZE,620,true,620
621,true,2,Electronics,DESSERT,621,true,621
622,true,4,Grocery,DESSERT,622,true,622
623,false,3,Baby,SIZE,623,false,623
624,true,2,Books,DESSERT,624,true,624
625,false,1,Grocery,SIZE,625,true,625
626,true,4,Clothing,BEVERAGE,626,false,1
627,false,1,Kids,DESSERT,627,false,2
628,false,4,Outdoors,EXTRA,628,false,3
629,true,-1,Outdoors,TOPPING,629,false,4
630,false,3,Toys,BEVERAGE,630,false,5
631,true,1,Home,TOPPING,631,false,6
632,true,3,Home,DESSERT,632,false,7
633,false,2,Movies,BEVERAGE,633,false,8
634,true,3,Tools,TOPPING,634,false,9
635,true,-1,Movies,SIZE,635,false,10
636,false,0,Beauty,SAUCE,636,false,11
637,true,4,Electronics,EXTRA,637,true,12
638,true,3,Beauty,BEVERAGE,638,false,13
639,true,4,Beauty,TOPPING,639,true,14
640,false,0,Industrial,BEVERAGE,640,true,15
641,false,1,Industrial,SAUCE,641,false,16
642,true,2,Grocery,EXTRA,642,false,17
643,false,3,Health,TOPPING,643,false,18
644,false,2,Clothing,TOPPING,644,false,19
645,true,1,Grocery,TOPPING,645,false,20
646,false,0,Beauty,EXTRA,646,true,21
647,true,2,Outdoors,EXTRA,647,false,22
648,true,-1,Health,TOPPING,648,true,23
649,false,1,Sports,TOPPING,649,false,24
650,true,0,Toys,DESSERT,650,true,25
651,false,4,Industrial,EXTRA,651,false,26
652,true,4,Movies,SAUCE,652,true,27
653,true,1,Music,EXTRA,653,false,28
654,true,2,Garden,DESSERT,654,true,29
655,true,3,Sports,TOPPING,655,false,30
656,true,-1,Movies,TOPPING,656,true,31
657,true,3,Sports,TOPPING,657,true,32
658,false,2,Sports,TOPPING,658,true,33
659,false,4,Tools,BEVERAGE,659,false,34
660,true,4,Health,BEVERAGE,660,false,35
661,false,3,Beauty,BEVERAGE,661,false,36
662,true,3,Computers,SAUCE,662,false,37
663,false,0,Sports,SIZE,663,true,38
664,false,3,Grocery,TOPPING,664,true,39
665,true,-1,Electronics,SIZE,665,true,40
666,true,3,Toys,DESSERT,666,true,41
667,true,3,Toys,TOPPING,667,true,42
668,true,2,Health,BEVERAGE,668,true,43
669,false,-1,Kids,BEVERAGE,669,false,44
670,true,4,Health,EXTRA,670,true,45
671,true,3,Tools,SIZE,671,true,46
672,true,0,Computers,SIZE,672,false,47
673,true,4,Sports,SAUCE,673,true,48
674,true,0,Toys,SAUCE,674,false,49
675,true,2,Music,DESSERT,675,false,50
676,false,4,Toys,BEVERAGE,676,false,51
677,false,-1,Books,SAUCE,677,false,52
678,true,-1,Outdoors,DESSERT,678,true,53
679,false,4,Music,TOPPING,679,false,54
680,false,-1,Clothing,EXTRA,680,true,55
681,true,1,Tools,BEVERAGE,681,true,56
682,false,0,Garden,SIZE,682,false,57
683,false,0,Baby,DESSERT,683,true,58
684,true,1,Computers,SAUCE,684,true,59
685,false,3,Books,SAUCE,685,false,60
686,false,2,Electronics,BEVERAGE,686,false,61
687,true,3,Tools,TOPPING,687,true,62
688,false,0,Kids,DESSERT,688,false,63
689,false,2,Tools,SAUCE,689,false,64
690,false,3,Music,SIZE,690,false,65
691,false,3,Grocery,SIZE,691,true,66
692,true,2,Games,TOPPING,692,true,67
693,false,1,Home,SAUCE,693,false,68
694,false,1,Tools,TOPPING,694,false,69
695,true,0,Books,TOPPING,695,false,70
696,true,1,Games,SAUCE,696,false,71
697,false,2,Outdoors,EXTRA,697,false,72
698,true,3,Computers,BEVERAGE,698,false,73
699,false,3,Industrial,SAUCE,699,false,74
700,false,1,Industrial,DESSERT,700,true,75
701,false,4,Garden,DESSERT,701,true,76
702,false,0,Industrial,TOPPING,702,true,77
703,true,0,Toys,SIZE,703,true,78
704,true,-1,Tools,DESSERT,704,true,79
705,false,-1,Health,TOPPING,705,true,80
706,true,0,Toys,BEVERAGE,706,true,81
707,false,-1,Movies,DESSERT,707,false,82
708,false,3,Industrial,SIZE,708,false,83
709,false,4,Toys,SAUCE,709,false,84
710,false,-1,Books,DESSERT,710,true,85
711,true,4,Grocery,TOPPING,711,false,86
712,true,2,Grocery,BEVERAGE,712,false,87
713,false,4,Shoes,SIZE,713,true,88
714,true,0,Games,TOPPING,714,true,89
715,false,2,Electronics,EXTRA,715,false,90
716,true,1,Health,SAUCE,716,false,91
717,false,-1,Baby,SIZE,717,true,92
718,false,4,Outdoors,BEVERAGE,718,true,93
719,false,-1,Computers,BEVERAGE,719,false,94
720,false,0,Beauty,BEVERAGE,720,true,95
721,false,0,Games,BEVERAGE,721,true,96
722,true,3,Industrial,SAUCE,722,false,97
723,true,2,Baby,TOPPING,723,true,98
724,false,-1,Garden,DESSERT,724,false,99
725,false,4,Shoes,TOPPING,725,true,100
726,true,0,Toys,EXTRA,726,true,101
727,false,4,Grocery,DESSERT,727,true,102
728,true,3,Electronics,SAUCE,728,true,103
729,true,4,Grocery,SAUCE,729,false,104
730,false,2,Kids,DESSERT,730,true,105
731,false,1,Outdoors,EXTRA,731,false,106
732,true,-1,Garden,BEVERAGE,732,true,107
733,false,3,Clothing,EXTRA,733,true,108
734,true,3,Jewelry,TOPPING,734,false,109
735,false,3,Clothing,EXTRA,735,false,110
736,true,2,Tools,TOPPING,736,true,111
737,false,-1,Sports,SIZE,737,false,112
738,false,3,Books,TOPPING,738,true,113
739,false,2,Music,TOPPING,739,false,114
740,true,4,Music,BEVERAGE,740,true,115
741,true,0,Garden,SAUCE,741,true,116
742,false,3,Jewelry,SAUCE,742,false,117
743,false,4,Shoes,EXTRA,743,true,118
744,false,4,Electronics,SIZE,744,false,119
745,true,4,Tools,DESSERT,745,false,120
746,true,0,Outdoors,SAUCE,746,true,121
747,false,0,Music,BEVERAGE,747,false,122
748,true,0,Automotive,TOPPING,748,false,123
749,true,1,Electronics,SIZE,749,true,124
750,true,0,Outdoors,BEVERAGE,750,false,125
751,false,1,Electronics,SIZE,751,true,1
752,true,-1,Toys,EXTRA,752,true,2
753,true,0,Books,SIZE,753,false,3
754,true,2,Movies,EXTRA,754,false,4
755,true,-1,Home,SIZE,755,true,5
756,false,4,Clothing,BEVERAGE,756,true,6
757,true,2,Baby,EXTRA,757,true,7
758,true,1,Toys,EXTRA,758,true,8
759,true,3,Garden,TOPPING,759,false,9
760,true,1,Home,SAUCE,760,false,10
761,false,-1,Tools,TOPPING,761,false,11
762,true,1,Home,EXTRA,762,true,12
763,true,3,Industrial,DESSERT,763,true,13
764,false,1,Books,SIZE,764,false,14
765,false,-1,Electronics,TOPPING,765,true,15
766,true,3,Shoes,DESSERT,766,true,16
767,false,0,Books,EXTRA,767,true,17
768,true,4,Beauty,EXTRA,768,true,18
769,false,0,Sports,TOPPING,769,true,19
770,false,4,Kids,BEVERAGE,770,false,20
771,false,2,Books,SAUCE,771,false,21
772,true,-1,Kids,EXTRA,772,true,22
773,false,1,Grocery,DESSERT,773,true,23
774,false,4,Outdoors,TOPPING,774,true,24
775,false,0,Toys,TOPPING,775,false,25
776,false,3,Health,SAUCE,776,true,26
777,true,0,Industrial,DESSERT,777,true,27
778,false,-1,Garden,BEVERAGE,778,false,28
779,false,-1,Industrial,BEVERAGE,779,false,29
780,true,2,Health,BEVERAGE,780,false,30
781,false,3,Home,TOPPING,781,false,31
782,false,4,Music,BEVERAGE,782,false,32
783,true,0,Industrial,SAUCE,783,false,33
784,false,2,Automotive,SIZE,784,true,34
785,false,1,Games,SAUCE,785,false,35
786,true,1,Electronics,DESSERT,786,true,36
787,true,4,Tools,SIZE,787,false,37
788,false,2,Automotive,EXTRA,788,false,38
789,true,-1,Music,EXTRA,789,false,39
790,true,2,Health,DESSERT,790,true,40
791,true,3,Computers,DESSERT,791,true,41
792,false,4,Automotive,EXTRA,792,false,42
793,false,1,Health,SAUCE,793,false,43
794,true,2,Home,TOPPING,794,false,44
795,true,2,Music,BEVERAGE,795,true,45
796,false,2,Computers,SIZE,796,true,46
797,false,0,Games,TOPPING,797,true,47
798,true,4,Industrial,DESSERT,798,false,48
799,false,3,Grocery,DESSERT,799,true,49
800,true,3,Beauty,DESSERT,800,true,50
801,false,-1,Clothing,BEVERAGE,801,true,51
802,false,1,Outdoors,SAUCE,802,true,52
803,true,1,Garden,BEVERAGE,803,false,53
804,false,0,Music,BEVERAGE,804,false,54
805,true,2,Beauty,DESSERT,805,false,55
806,true,4,Tools,BEVERAGE,806,true,56
807,false,-1,Baby,DESSERT,807,false,57
808,false,-1,Home,EXTRA,808,false,58
809,false,4,Industrial,DESSERT,809,true,59
810,true,1,Beauty,BEVERAGE,810,true,60
811,true,1,Beauty,SIZE,811,true,61
812,true,2,Sports,SAUCE,812,true,62
813,true,3,Games,SAUCE,813,false,63
814,true,4,Garden,SAUCE,814,true,64
815,false,0,Games,TOPPING,815,false,65
816,false,1,Books,SIZE,816,true,66
817,false,-1,Home,SIZE,817,false,67
818,true,2,Grocery,BEVERAGE,818,true,68
819,true,2,Clothing,EXTRA,819,false,69
820,false,1,Music,SAUCE,820,false,70
821,true,2,Music,BEVERAGE,821,false,71
822,true,3,Electronics,SIZE,822,true,72
823,true,2,Jewelry,EXTRA,823,true,73
824,false,3,Music,SIZE,824,true,74
825,true,4,Outdoors,DESSERT,825,true,75
826,true,0,Garden,BEVERAGE,826,true,76
827,true,3,Jewelry,BEVERAGE,827,true,77
828,false,1,Beauty,TOPPING,828,false,78
829,true,-1,Music,TOPPING,829,true,79
830,true,1,Sports,SAUCE,830,false,80
831,true,0,Industrial,TOPPING,831,false,81
832,false,1,Health,TOPPING,832,true,82
833,false,2,Electronics,SIZE,833,true,83
834,true,2,Games,SAUCE,834,false,84
835,true,-1,Movies,SIZE,835,true,85
836,false,3,Grocery,EXTRA,836,false,86
837,true,2,Electronics,EXTRA,837,true,87
838,true,-1,Computers,DESSERT,838,false,88
839,false,2,Computers,EXTRA,839,false,89
840,true,2,Shoes,SIZE,840,false,90
841,false,3,Baby,EXTRA,841,true,91
842,true,3,Games,SIZE,842,true,92
843,false,4,Garden,DESSERT,843,true,93
844,true,1,Tools,SAUCE,844,true,94
845,false,2,Baby,DESSERT,845,true,95
846,true,1,Shoes,EXTRA,846,true,96
847,true,0,Baby,BEVERAGE,847,true,97
848,false,0,Outdoors,EXTRA,848,false,98
849,true,2,Clothing,EXTRA,849,true,99
850,false,-1,Tools,SIZE,850,false,100
851,true,1,Garden,DESSERT,851,false,101
852,true,1,Kids,EXTRA,852,false,102
853,false,-1,Computers,SIZE,853,false,103
854,false,3,Clothing,TOPPING,854,false,104
855,false,1,Music,EXTRA,855,true,105
856,false,0,Beauty,SIZE,856,true,106
857,true,4,Movies,SIZE,857,true,107
858,true,3,Baby,EXTRA,858,true,108
859,false,2,Grocery,DESSERT,859,false,109
860,true,0,Computers,SAUCE,860,false,110
861,true,1,Tools,DESSERT,861,false,111
862,true,-1,Grocery,SAUCE,862,true,112
863,true,-1,Grocery,BEVERAGE,863,true,113
864,true,0,Tools,SAUCE,864,true,114
865,false,3,Jewelry,TOPPING,865,false,115
866,true,1,Shoes,SAUCE,866,true,116
867,false,4,Shoes,TOPPING,867,true,117
868,false,0,Clothing,TOPPING,868,false,118
869,true,3,Home,SIZE,869,true,119
870,false,-1,Outdoors,EXTRA,870,true,120
871,false,2,Sports,SIZE,871,true,121
872,false,1,Electronics,DESSERT,872,true,122
873,false,0,Jewelry,TOPPING,873,true,123
874,false,4,Garden,SIZE,874,true,124
875,false,4,Health,SAUCE,875,true,125
876,true,4,Shoes,EXTRA,876,true,1
877,false,1,Outdoors,BEVERAGE,877,true,2
878,false,-1,Music,BEVERAGE,878,false,3
879,true,-1,Baby,DESSERT,879,true,4
880,false,1,Movies,EXTRA,880,false,5
881,false,4,Grocery,SAUCE,881,false,6
882,true,1,Jewelry,BEVERAGE,882,false,7
883,true,0,Books,BEVERAGE,883,true,8
884,true,3,Toys,BEVERAGE,884,false,9
885,false,0,Electronics,SAUCE,885,true,10
886,false,1,Outdoors,SAUCE,886,true,11
887,false,3,Shoes,TOPPING,887,true,12
888,false,3,Shoes,DESSERT,888,false,13
889,true,0,Clothing,DESSERT,889,false,14
890,true,2,Shoes,EXTRA,890,true,15
891,false,1,Industrial,DESSERT,891,false,16
892,true,0,Clothing,SIZE,892,true,17
893,false,0,Computers,SAUCE,893,true,18
894,true,4,Sports,SAUCE,894,true,19
895,false,0,Home,SIZE,895,true,20
896,false,3,Tools,TOPPING,896,false,21
897,true,4,Books,TOPPING,897,false,22
898,false,-1,Sports,BEVERAGE,898,false,23
899,false,-1,Books,TOPPING,899,false,24
900,true,1,Computers,EXTRA,900,false,25
901,true,1,Shoes,BEVERAGE,901,false,26
902,false,4,Garden,SAUCE,902,true,27
903,false,4,Baby,DESSERT,903,true,28
904,true,3,Baby,TOPPING,904,false,29
905,false,2,Health,SIZE,905,true,30
906,false,-1,Games,BEVERAGE,906,true,31
907,true,-1,Beauty,BEVERAGE,907,true,32
908,true,4,Toys,BEVERAGE,908,false,33
909,true,3,Grocery,SAUCE,909,false,34
910,true,2,Computers,SAUCE,910,false,35
911,true,0,Books,SAUCE,911,true,36
912,true,-1,Movies,SAUCE,912,false,37
913,true,2,Baby,DESSERT,913,false,38
914,true,4,Clothing,EXTRA,914,true,39
915,false,4,Kids,DESSERT,915,true,40
916,false,4,Music,SIZE,916,true,41
917,false,2,Shoes,TOPPING,917,false,42
918,true,0,Automotive,SAUCE,918,true,43
919,true,-1,Books,EXTRA,919,true,44
920,false,4,Kids,SIZE,920,true,45
921,false,2,Outdoors,SIZE,921,true,46
922,true,1,Shoes,DESSERT,922,false,47
923,true,1,Shoes,SAUCE,923,false,48
924,false,3,Movies,EXTRA,924,false,49
925,true,2,Movies,TOPPING,925,true,50
926,false,4,Clothing,TOPPING,926,true,51
927,false,-1,Toys,SIZE,927,false,52
928,true,4,Home,SAUCE,928,false,53
929,true,3,Clothing,BEVERAGE,929,false,54
930,true,2,Music,SIZE,930,false,55
931,true,2,Health,DESSERT,931,true,56
932,false,0,Sports,BEVERAGE,932,false,57
933,true,3,Books,SIZE,933,true,58
934,false,0,Clothing,TOPPING,934,true,59
935,false,4,Health,BEVERAGE,935,true,60
936,true,4,Kids,TOPPING,936,false,61
937,true,4,Beauty,EXTRA,937,false,62
938,false,1,Games,DESSERT,938,false,63
939,true,0,Games,SIZE,939,false,64
940,true,2,Industrial,TOPPING,940,true,65
941,true,1,Movies,SAUCE,941,false,66
942,true,3,Tools,TOPPING,942,true,67
943,true,4,Games,SIZE,943,false,68
944,true,3,Outdoors,BEVERAGE,944,false,69
945,true,2,Games,SAUCE,945,false,70
946,true,3,Shoes,TOPPING,946,true,71
947,false,2,Industrial,SAUCE,947,true,72
948,true,3,Outdoors,SAUCE,948,true,73
949,false,-1,Books,SIZE,949,true,74
950,false,4,Toys,TOPPING,950,false,75
951,true,-1,Music,SIZE,951,true,76
952,true,2,Tools,SAUCE,952,true,77
953,true,1,Kids,DESSERT,953,true,78
954,true,4,Home,EXTRA,954,true,79
955,false,3,Industrial,SIZE,955,true,80
956,false,1,Tools,EXTRA,956,false,81
957,true,4,Books,SIZE,957,false,82
958,false,-1,Sports,SIZE,958,false,83
959,false,1,Games,TOPPING,959,true,84
960,true,-1,Outdoors,SIZE,960,false,85
961,false,0,Shoes,SIZE,961,true,86
962,true,1,Beauty,DESSERT,962,false,87
963,false,4,Outdoors,TOPPING,963,true,88
964,true,1,Baby,BEVERAGE,964,false,89
965,true,-1,Beauty,EXTRA,965,false,90
966,false,1,Kids,SAUCE,966,true,91
967,false,1,Automotive,EXTRA,967,false,92
968,false,1,Beauty,BEVERAGE,968,true,93
969,false,3,Books,SIZE,969,true,94
970,true,3,Outdoors,TOPPING,970,true,95
971,true,4,Industrial,EXTRA,971,true,96
972,false,4,Shoes,EXTRA,972,false,97
973,true,1,Health,EXTRA,973,true,98
974,true,-1,Electronics,SAUCE,974,false,99
975,true,0,Beauty,SIZE,975,true,100
976,true,3,Books,SAUCE,976,false,101
977,false,2,Jewelry,SAUCE,977,true,102
978,true,1,Home,DESSERT,978,false,103
979,false,3,Toys,DESSERT,979,true,104
980,true,0,Games,DESSERT,980,false,105
981,true,0,Garden,SAUCE,981,false,106
982,true,0,Electronics,BEVERAGE,982,false,107
983,false,4,Electronics,BEVERAGE,983,false,108
984,true,3,Shoes,DESSERT,984,true,109
985,true,0,Beauty,SAUCE,985,false,110
986,true,1,Industrial,SAUCE,986,true,111
987,true,4,Music,BEVERAGE,987,true,112
988,false,0,Movies,DESSERT,988,false,113
989,true,0,Clothing,TOPPING,989,false,114
990,false,1,Health,TOPPING,990,true,115
991,true,3,Home,EXTRA,991,true,116
992,true,3,Movies,TOPPING,992,false,117
993,true,4,Home,EXTRA,993,false,118
994,false,4,Computers,SAUCE,994,true,119
995,false,3,Computers,SIZE,995,true,120
996,true,1,Shoes,TOPPING,996,true,121
997,true,3,Toys,SAUCE,997,true,122
998,false,3,Shoes,DESSERT,998,true,123
999,false,-1,Tools,BEVERAGE,999,false,124
1000,false,-1,Games,DESSERT,1000,true,125
